Period,Date,Long Date,Open,High,Low,Close,Upper Trend Channel,Trend Channel Pivot,Lower Trend Channel,Up Trends,New Uptrends,Down Trends,New Downtrends,Total Component Volume,Advances,Declines,Advancing Volume,Declining Volume,New Highs,New Lows,Issues Traded,Issues Unchanged,% above 200MA,% above 30MA,% above 18MA,% above 9MA,% above 4MA,Total Stks above 200MA,Total Stks below 200MA,Total Stks equal 200MA,Total Stks above 30MA,Total Stks below 30MA,Total Stks equal 30MA,Total Stks above 18MA,Total Stks below 18ma,Total Stks equal 18MA,Total Stks above 9MA,Total Stks below 9MA,Total Stks equal 9MA,Total Stks above 4MA,Total Stks below 4MA,Total Stks equal 4MA,New Highs - Quarter,New Lows - Quarter,New 1st Day Highs,New 1st Day Lows,New 1st Day Highs - Quarter,New 1st Day Lows - Quarter,Equal Weight Open Px,Equal Weight High Px,Equal Weight Low Px,Equal Weight Close Px,ETF Trade Volume,% above 50MA,Total Stks above 50MA,Total Stks below 50MA,Total Stks equal 50MA,Total Constituent Price Gains,Total Constituent Price Losses,FV8,FV9,FV10,FV11,FV12,FV13,FV14,FV15
D,20050802,8/2/05,10623.79004,10699.19043,10623.46973,10683.74023,10663.337645,10609.1549075,10554.97217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2416861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050803,8/3/05,10681.50977,10698.07031,10638.48047,10697.58984,10663.337645,10624.29370125,10585.2497575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050804,8/4/05,10696.7998,10696.87988,10606.66992,10610.09961,10663.337645,10631.93127375,10600.5249025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050805,8/5/05,10610.33984,10610.80957,10554.4502,10558.03027,10669.18994,10634.93749875,10600.6850575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050808,8/8/05,10557.24023,10606.04004,10524.91016,10536.92969,10670.54248,10624.11877375,10577.6950675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050809,8/9/05,10537.65039,10639.08008,10537.65039,10615.66992,10668.55249,10619.97875875,10571.4050275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050810,8/10/05,10606.51953,10719.41016,10570.0498,10594.41016,10671.1198725,10623.68994125,10576.26001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2584169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050811,8/11/05,10591.83008,10685.88965,10588.51953,10685.88965,10680.9523925,10628.60620125,10576.26001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050812,8/12/05,10682.7002,10682.78027,10568.2998,10600.30957,10658.7421875,10617.50109875,10576.26001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2188889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050815,8/15/05,10599.19043,10655.08008,10557.87012,10634.37988,10643.6171875,10609.93859875,10576.26001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050816,8/16/05,10631.58984,10640.26953,10510.33984,10513.4502,10657.209715,10606.6148675,10556.02002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050817,8/17/05,10505.59961,10588.92969,10503.37012,10550.70996,10657.209715,10605.69982875,10554.1899425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050818,8/18/05,10549.75,10592.90039,10517.42969,10554.92969,10662.91992,10610.80493125,10558.6899425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050819,8/19/05,10552.7002,10626.25977,10552.7002,10559.23047,10674.5825175,10609.58129875,10544.58008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2198318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050822,8/22/05,10559.78027,10641.15039,10523.95996,10569.88965,10672.5925275,10608.58630375,10544.58008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2155695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050823,8/23/05,10571.00977,10577.45996,10496.73047,10519.58008,10653.6450175,10595.22131375,10536.79761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2106709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050824,8/24/05,10519.33984,10559,10432.08008,10434.87012,10637.3649875,10572.0738525,10506.7827175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2566377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050825,8/25/05,10434.38965,10465.36035,10428.33984,10450.62988,10606.2375475,10542.93505875,10479.63257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050826,8/26/05,10450.9502,10450.9502,10383.98047,10397.29004,10585.7575675,10518.17504875,10450.59253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050829,8/29/05,10396.90039,10487.5,10349.37012,10463.0498,10581.835205,10509.1475825,10436.45996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029738,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050830,8/30/05,10461.54004,10461.54004,10350,10412.82031,10613.80005,10522.37377875,10430.9475075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2346465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050831,8/31/05,10409.08008,10484.79004,10356.87012,10481.59961,10624.069825,10527.50866625,10430.9475075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2811962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050901,9/1/05,10481.44043,10513.75977,10425.7998,10459.62988,10628.747315,10529.84741125,10430.9475075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050902,9/2/05,10460.66992,10497.4502,10434.70996,10447.37012,10608.507325,10517.76745625,10427.0275875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050906,9/6/05,10447.69043,10593.05957,10447.69043,10589.24023,10584.34497,10505.68627875,10427.0275875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2336707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050907,9/7/05,10588.67969,10640.42969,10573.9502,10633.5,10592.6425775,10513.70629875,10434.77002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050908,9/8/05,10633.11035,10636.49023,10569.33984,10595.92969,10583.03003,10516.692505,10450.35498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050909,9/9/05,10594.09961,10695.91992,10593.94043,10678.55957,10624.3073725,10537.33117625,10450.35498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2471421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050912,9/12/05,10678.41016,10701.80957,10664.08984,10682.94043,10647.7324225,10562.3886725,10477.0449225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050913,9/13/05,10673.70996,10674.03027,10595.29004,10597.44043,10647.7324225,10556.54748625,10465.36255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2226152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050914,9/14/05,10597.51953,10633.19043,10536.62012,10544.90039,10647.7324225,10555.42248625,10463.11255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050915,9/15/05,10545.84961,10582.07031,10520.92969,10558.75,10647.7324225,10549.16247625,10450.59253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2253479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050916,9/16/05,10560.5,10647.36035,10560.41992,10641.94043,10647.7324225,10542.09619125,10436.45996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5469442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050919,9/19/05,10641.87012,10644.57031,10521.17969,10557.62988,10638.71753,10534.83251875,10430.9475075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2335337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050920,9/20/05,10558.19043,10604.75977,10467.11035,10481.51953,10625.960205,10532.3150625,10438.66992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050921,9/21/05,10484.23047,10484.5498,10375.24023,10378.03027,10596.0078125,10514.931395,10433.8549775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050922,9/22/05,10376.2002,10444.50977,10350.95996,10422.0498,10585.7578125,10504.681395,10423.6049775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2542629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050923,9/23/05,10421.80957,10455.80957,10372.05957,10419.58984,10583.7077625,10504.50256125,10425.29736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050926,9/26/05,10420.21973,10509.23047,10410.11035,10443.62988,10605.857665,10510.84130625,10415.8249475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2343180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050927,9/27/05,10444.58008,10496.25,10415.62012,10456.20996,10615.1525875,10515.4887675,10415.8249475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2249563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050928,9/28/05,10456.61035,10512.09961,10423.98047,10473.08984,10624.3073725,10520.06616,10415.8249475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050929,9/29/05,10472.61035,10563.37012,10418.00977,10552.78027,10647.7324225,10531.778685,10415.8249475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2360181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20050930,9/30/05,10552.7002,10569.80957,10526.12012,10568.7002,10638.71753,10527.27123875,10415.8249475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2221582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051003,10/3/05,10569.5,10608.55957,10523.62988,10535.48047,10625.960205,10530.6650375,10435.36987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2391923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051004,10/4/05,10534.36035,10567.82031,10434.79004,10441.11035,10596.0078125,10518.07141,10440.1350075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3018413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051005,10/5/05,10434.80957,10438.46973,10316.16016,10317.36035,10585.7578125,10500.16772375,10414.577635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2667216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051006,10/6/05,10317.36035,10369.5498,10218.08984,10287.09961,10578.572755,10477.00891125,10375.4450675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3164386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051007,10/7/05,10287.41992,10347.2998,10280.62012,10292.30957,10576.217775,10455.3438725,10334.46997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051010,10/10/05,10292.9502,10323.12012,10237.7998,10238.75977,10546.8078625,10415.34509375,10283.882325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2365390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051011,10/11/05,10239.16016,10312.87988,10234.2002,10253.16992,10491.835205,10379.83496125,10267.8347175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2610007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051012,10/12/05,10253.80957,10308.87988,10186.08984,10216.91016,10454.557615,10352.422485,10250.287355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2934243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051013,10/13/05,10216.91016,10241.32031,10156.45996,10216.58984,10431.5949675,10331.476195,10231.3574225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2703591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051014,10/14/05,10216.58984,10291.91016,10200.09961,10287.33984,10435.36987,10333.36364625,10231.3574225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051017,10/17/05,10287.41992,10350.99023,10269.80957,10348.09961,10448.12988,10339.74365125,10231.3574225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2428828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051018,10/18/05,10349.13965,10361.46973,10285.25977,10285.25977,10481.4274875,10356.392455,10231.3574225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2975878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051019,10/19/05,10277.17969,10414.12988,10232.98047,10414.12988,10512.6950675,10372.026245,10231.3574225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3168806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051020,10/20/05,10411.73047,10432.78027,10252.12988,10281.09961,10532.512695,10387.22753875,10241.9423825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051021,10/21/05,10282.21973,10350.98047,10193.4502,10215.21973,10524.5178225,10378.48632875,10232.454835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3579316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051024,10/24/05,10216.11035,10387,10216.11035,10385,10482.572755,10366.05749625,10249.5422375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051025,10/25/05,10383.87988,10411.65039,10316.87988,10377.87012,10443.930175,10355.5499275,10267.16968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051026,10/26/05,10377.38965,10434.46973,10336.82031,10344.98047,10396.305175,10331.7374275,10267.16968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051027,10/27/05,10344.74023,10349.21973,10229.9502,10229.9502,10345.71753,10306.443605,10267.16968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051028,10/28/05,10231.15039,10404.7002,10231.15039,10402.76953,10350.1599125,10304.653565,10259.1472175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051031,10/31/05,10403.16992,10486.65039,10403.16992,10440.07031,10356.64502,10299.1224375,10241.599855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051101,11/1/05,10437.50977,10455.28027,10406.04004,10406.76953,10372.092285,10298.78234875,10225.4724125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051102,11/2/05,10406.29004,10493.54004,10388.75977,10472.73047,10430.58496,10329.869995,10229.15503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2797088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051103,11/3/05,10470.49023,10561.16016,10470.49023,10522.58984,10460.5400375,10356.713745,10252.8874525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3208954,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051104,11/4/05,10523.23047,10552.37988,10479.38965,10530.75977,10483.2124025,10376.59362875,10269.974855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051107,11/7/05,10531.24023,10593.34961,10520.42969,10586.23047,10528.0776375,10422.7987075,10317.5197775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2412561,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051108,11/8/05,10574.17969,10574.21973,10524.28027,10539.71973,10544.8249525,10437.56604125,10330.30713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051109,11/9/05,10539.24023,10601.91992,10519.5498,10546.20996,10550.7299825,10423.90857125,10297.08716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2444324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051110,11/10/05,10541.16016,10655.53027,10519.38965,10640.09961,10578.0649425,10450.04358,10322.0222175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051111,11/11/05,10641.2998,10696.4502,10637.42969,10686.04004,10603.017335,10458.90735,10314.797365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051114,11/14/05,10686.59961,10710.05957,10674.28027,10697.16992,10642.3798825,10486.57373125,10330.76758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112899,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051115,11/15/05,10697.00977,10741.99023,10664.26953,10686.44043,10677.4375,10505.94384875,10334.4501975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2674969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051116,11/16/05,10683.03027,10712.21973,10652.26953,10674.75977,10686.10254,10512.49756,10338.89258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2859982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,20051117,11/17/05,10677,10727.66992,10665.5498,10720.21973,10694.6474625,10524.545045,10354.4426275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2743231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
